id,title,organization,prefecture,category,label_category,salary2,monthly_salary_yen,work_day,neccessary_capacity,support_system,other,work_location,people_number,application_period,detail_url
68118,水産業に興味がある方募集！ 北海道で水産振興コーディネーター！,北海道 留萌市,北海道,農林水産・産業,協力隊,20万円以上,214000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能","留萌市役所農林水産課
・基本は留萌市役所政策調整課で勤務しますが、三泊畜養施設、市内一
　円で勤務する場合もあります。",１名,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68118
68117,北海道で農業を始めませんか？就農チャレンジサポーターを募集します！,北海道 留萌市,北海道,農林水産・産業,協力隊,20万円以上,214000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","65歳以上歓迎,未経験者歓迎,副業/兼業可能","留萌市幌糠地区（幌糠農業・農村支援センター）
・基本は留萌市幌糠地区（幌糠農業・農村支援センター）で、農業者　
　から指導を受けながら勤務しますが、留萌市役所農林水産課での勤
　務が週１回程度あります。",１名,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68117
68123,地域の足を守る運転手！地域公共交通コーディネーターを募集します！,北海道 留萌市,北海道,その他,協力隊,10万円～20万円未満,185400,週5日以上,あり,"活動中の備品･消耗品に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",未経験者歓迎,"①沿岸バス㈱留萌営業所
②小鳩交通㈱留萌営業所
※いずれか一方をお選びいただきます。",１名,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68123
68877,ニセコ町で「地域を盛り上げ、暮らしを支える」仕事をしませんか？（2026年度中、2027年度～活動できる方を募集！）,北海道 ニセコ町,北海道,"農林水産・産業,環境,観光,教育,地域づくり,その他",協力隊,10万円～20万円未満,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",ニセコ町内（各配属先ごとに異なります）,"着任時期別に3種類の募集を行っています。
・2026年度後期（2026年10月～）着任：3名程度
・2027年度前期（2027年5月～）着任：3名程度",2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68877
69445,【長野県諏訪市】地域おこし協力隊（空き家の掘り起こしと利活用）を募集します！,長野県 諏訪市,長野県,空き家,協力隊,10万円～20万円未満,177800,週3～4日,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",,"長野県諏訪市内
（活動拠点：諏訪市役所都市計画課内及び地域おこし協力隊リノベーション物件）",1名（令和8年10月1日着任※相談可）,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69445
69358,【香川県東かがわ市】老舗手袋メーカーで未経験から職人を目指す地域おこし協力隊募集,香川県,香川県,その他,協力隊,20万円以上,220000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり",未経験者歓迎,"■勤務地：株式会社クロダ（香川県東かがわ市三本松722番地1）

■活動地域：香川県東かがわ市内",1名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69358
66856,【香川県】心に残るおもてなしを。観光列車アテンダントで地域の魅力を発信しませんか,香川県,香川県,観光,協力隊,10万円～20万円未満,177850,不定期または応相談,,"活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり",未経験者歓迎,"■勤務地：JR四国 千年ものがたり企画室（香川県琴平町）
■活動地：香川県仲多度郡琴平町周辺（JR琴平駅周辺）",若干名,2026-04-30 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/66856
66257,未経験者歓迎！林業で新たなキャリアを築こう （香川県地域おこし協力隊）,香川県,香川県,農林水産・産業,協力隊,10万円～20万円未満,198800,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり",未経験者歓迎,香川県森林組合連合会（香川県高松市中野町23番２号）を拠点とした香川県全域,２名,2026-03-02 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/66257
66118,公共交通「ことでん」をプロデュース！地域おこし協力隊を募集,香川県,香川県,地域づくり,協力隊,20万円以上,250000,週5日以上,あり,"活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動終了後の定住定着に向けた支援あり",未経験者歓迎,"■勤務地：高松市内
※ことでん栗林本社を拠点に活動します。
ことでん栗林本社：〒760-0073　香川県高松市栗林町二丁目19番20号",1名,2026-01-29 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/66118
68157,夏油温泉・夏油高原の活性化に取り組む隊員を募集します,岩手県 北上市,岩手県,"観光,空き家",協力隊,20万円以上,333000,週5日以上,あり,,,"北上市内（夏油高原エリアほか）
※活動拠点は５月から11月上旬までは夏油温泉観光ホテル内事務所。
それ以外の冬季は、夏油古民家カフェkobiruや夏油高原スキー場内等。",３名,2026-06-12 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68157
66336,【三重県御浜町】英語力を生かした観光案内業務をしてみませんか,三重県 御浜町,三重県,観光,協力隊,20万円以上,262000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",未経験者歓迎,御浜町内,1名,2026-06-09 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/66336
68436,【募集中】地域の宝を未来へつなごう！町の歴史や文化を次世代へ受け継ぐまちづくりを一緒に！【文化財保存活用推進員】,山形県 朝日町,山形県,"教育,情報通信,地域づくり,その他",協力隊,20万円以上,234100,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",原則、朝日町教育委員会教育文化課とし、その他で町内の自由裁量が効く施設等については双方協議のうえで決定します。,若干名,2026-01-30 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68436
69516,エクササイズやスポーツ好きを地域で活かす！学びながら子どものやってみたいを育てる協力隊募集,福島県 矢祭町,福島県,"教育,地域づくり,スポーツ","協力隊,インターン",20万円以上,217950,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり","未経験者歓迎,副業/兼業可能","矢祭町教育委員会（福島県東白川郡矢祭町大字東舘字石田２５）
その他 矢祭町内の学校、町内施設、地域の活動場所等",若干名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69516
69497,妙高市すみます！インフルエンサー（地域おこし（のこし）協力隊）の募集,新潟県 妙高市,新潟県,"観光,情報通信,地域づくり",協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",新潟県妙高市ほか,1名,2026-06-10 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69497
68331,【兵庫県神河町】(委託型)神河町地域おこし協力隊の募集について(６次産業化推進),兵庫県 神河町,兵庫県,"観光,その他",協力隊,20万円以上,,不定期または応相談,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",,神河町役場ひと・まち・みらい課（神河町寺前64番地）,1人,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68331
69233,【埼玉県神川町】神川町の魅力発信！地域おこし協力隊募集します！,埼玉県 神川町,埼玉県,"情報通信,地域づくり",協力隊,20万円以上,205200,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり",,神川町役場及び町内全域,１名,2026-05-11 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69233
69428,【北海道上富良野町で特産品の魅力を伝えたい】地域おこし協力隊募集中！,北海道 上富良野町,北海道,観光,協力隊,20万円以上,220000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"上富良野町役場商工観光課
（北海道空知郡上富良野町大町２丁目２番11号）",1名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69428
69512,【北海道上富良野町で十勝岳の魅力を世界に】地域おこし協力隊募集中！,北海道 上富良野町,北海道,観光,協力隊,20万円以上,220000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能","上富良野町役場商工観光課
（北海道空知郡上富良野町大町２丁目２番11号）",１名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69512
60732,【ITスキル活用】スマホの使い方相談など、デジタルデバイド解消に向けて活動してくれる方を募集しています【デジタルサポート推進員】,山形県 朝日町,山形県,"情報通信,地域づくり,その他",協力隊,20万円以上,234100,不定期または応相談,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","学生歓迎,未経験者歓迎,副業/兼業可能",基本的に朝日町政策推進課および みんなの居場所「すぽっと」とし、その他町内の自由裁量が効く施設等については双方協議の上決定します。,1名,2026-06-12 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/60732
69511,【北海道上富良野町で農業をはじめたい】地域おこし協力隊(委託型)募集中！,北海道 上富良野町,北海道,農林水産・産業,協力隊,20万円以上,220000,不定期または応相談,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",上富良野町内の農家,若干名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69511
21178,【北海道鷹栖町】地域おこし協力隊募集！「観光振興・地場産品販売促進」,北海道 鷹栖町,北海道,"農林水産・産業,環境,観光,教育,地域づくり,その他","協力隊,おためし",20万円以上,222700,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",鷹栖町内,1名,2026-06-11 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/21178
58260,【離島×高校魅力化×学生寮】学生寮運営スタッフ募集！！！,愛媛県 上島町,愛媛県,"教育,地域づくり",協力隊,20万円以上,201200,週5日以上,あり,"活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",愛媛県上島町,若干名　学生寮運営スタッフ（管理人）,2026-06-11 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/58260
20607,【公営塾スタッフ募集！】「日本一便利な離島」で、高校魅力化に取り組んでみませんか？,愛媛県 上島町,愛媛県,"教育,地域づくり",協力隊,20万円以上,201200,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",愛媛県立弓削高等学校,１名,2026-06-11 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/20607
69452,【山梨県早川町】地域おこし協力隊インターンで地域の魅力発信に貢献しませんか！？,山梨県 早川町,山梨県,"農林水産・産業,観光",インターン,指定しない,,週5日以上,あり,活動中の住居に関する支援あり,,,,2026-06-08 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69452
37995,【熊本県・御船町】九州屈指の高原美を誇る吉無田高原で！ ～吉無田を盛り上げる地域おこし協力隊を募集します。～,熊本県 御船町,熊本県,"環境,観光,情報通信,地域づくり",協力隊,20万円以上,225000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,起業に関する支援あり",未経験者歓迎,"【アグリスタッフ】
愛郷吉無田が管理する農地、愛郷吉無田が紹介する農家の農地など

【イベント企画スタッフ】
愛郷吉無田が管理する農地及びイベント会場など","アグリスタッフ　１名
イベント企画スタッフ　１名",2026-06-15 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/37995
69427,飯豊町の魅力を全国に発信するエモい動画を作れるクリエイター募集,山形県 飯豊町,山形県,"情報通信,地域づくり,その他",協力隊,20万円以上,291000,週1～2日,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"■勤務地
ご自宅や事務所を設置していただき業務を行っていただきます。

■活動地
山形県西置賜郡飯豊町全域",1名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69427
68439,【安芸高田市】2026（令和8）年度地域おこし協力隊募集！！【7月31日締切】,広島県 安芸高田市,広島県,"農林水産・産業,観光,教育,地域づくり,空き家",協力隊,20万円以上,207716,週3～4日,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",広島県安芸高田市内,2名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68439
69482,【岐阜県加茂郡白川町】林業地域おこし協力隊を募集します！,岐阜県 白川町,岐阜県,"農林水産・産業,環境,情報通信,地域づくり",協力隊,20万円以上,232000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",白川町内,林業地域おこし協力隊　１名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69482
69475,【北海道標茶町（しべちゃちょう）】活気あふれる町づくり「観光協会事務局支援員」を募集しています！！,北海道 標茶町,北海道,"観光,地域づくり",協力隊,20万円以上,291600,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,起業に関する支援あり",未経験者歓迎,標茶町バスターミナル観光案内所,１人,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69475
69384,【地域おこし協力隊】福島県只見町｜エコツーリズム推進協力隊募集！,福島県 只見町,福島県,"観光,地域づくり",協力隊,20万円以上,229110,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,起業に関する支援あり",副業/兼業可能,㈱只見町観光公社、または只見町役場交流推進課,エコツーリズム推進担当　1名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69384
19498,【北海道三笠市】エソールストアで特産品の販売や新規開発・店舗運営をする隊員を募集します,北海道 三笠市,北海道,"観光,その他",協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",,"(1)勤務地
　三笠高校生レストラン「MIKASA COOKING ESSOR」内
　ESSOR STORE エソールストア（三笠市若草町396番地1）

(2)所属予定部署
　商工観光課　商工観光係",1名,2026-03-26 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/19498
33739,【三笠市:ジオパーク専門員】専門的知見を活かし三笠ジオパークの魅力を発信、活用するお仕事です,北海道 三笠市,北海道,"環境,観光,教育,地域づくり,その他",協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,起業に関する支援あり",,"三笠市役所

商工観光課ジオパーク推進係所属",２名,2026-03-26 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/33739
53904,【北海道三笠市】地域資源を活用し新たな特産品の開発を推進する隊員を募集します,北海道 三笠市,北海道,"地域づくり,その他",協力隊,20万円以上,200000,不定期または応相談,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"(1)活動拠点
　三笠市役所（北海道三笠市幸町2番地）

(2)所属予定部署
　商工観光課　特産品開発推進係",1名,2026-03-26 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/53904
56249,【北海道三笠市】まちのDX化を推進する地域おこし協力隊員を募集します,北海道 三笠市,北海道,情報通信,協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"(1)勤務地
　三笠市役所（北海道三笠市幸町2番地）

(2)所属予定部署
　デジタル推進課　デジタル推進係",1名,2026-03-26 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/56249
19304,【北海道三笠市】三笠ジオパーク推進活動(インバウンド対応)を行う隊員を募集します,北海道 三笠市,北海道,観光,協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",,"(1)勤務地
　三笠市役所（北海道三笠市幸町2番地）

(2)所属予定部署
　商工観光課　ジオパーク推進係",1名,2026-03-26 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/19304
69051,【北海道厚岸町でスポーツ・文化部活動！】地域おこし協力隊募集中！,北海道 厚岸町,北海道,スポーツ,協力隊,20万円以上,250000,不定期または応相談,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能","厚岸町Ｂ＆Ｇ海洋センター
（北海道厚岸郡厚岸町宮園３丁目７）",１人,2026-06-08 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69051
63271,【北海道厚岸町でアウトドアガイド！】地域おこし協力隊募集中！,北海道 厚岸町,北海道,観光,協力隊,20万円以上,250000,不定期または応相談,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能","厚岸味覚ターミナル・コンキリエ
（北海道厚岸郡厚岸町住の江2丁目2番地）

■厚岸味覚ターミナル・コンキリエについて
￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
□地域の「食」をテーマとする「道の駅 厚岸グルメパーク」
＊お店の例
└和洋食を中心としたメニューが人気のレストラン
└魚介類を中心に選んだ食材を自由に焼いて楽しめる炭焼バーベキューコーナー
└新鮮な牡蠣と厚岸ウイスキーが堪能できるオイスターバー
└生・焼き牡蠣が手軽にテイクアウトできるカフェ
└地場産品を用いた加工品を販売するお土産コーナー",１人,2026-06-05 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/63271
19495,【北海道三笠市】三笠高校生レストラン内「キッチンスタジアム」で料理教室を開催する隊員を募集します,北海道 三笠市,北海道,"教育,その他",協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"(1)活動拠点
　三笠高校生レストラン「MIKASA COOKING ESSOR」内キッチンスタジアム
　（北海道三笠市若草町396番地1）
(2)担当部署
　高校生レストラン統括室",3名,2026-03-26 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/19495
19496,【北海道三笠市】鉄道村、スキー場などの観光施設利用促進の活動を行う隊員を募集します,北海道 三笠市,北海道,"観光,スポーツ",協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",,"(1)勤務地
　4月中旬～10月中旬：三笠鉄道村（北海道三笠市幌内町2丁目287番地
　10月中旬～4月中旬：桂沢国設スキー場（北海道三笠市西桂沢50番地）

(2)所属予定部署
　商工観光課　商工観光係","鉄道記念館のガイド強化担当　1名
三笠鉄道村のPR・イベント担当　1名",2026-03-26 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/19496
19497,【北海道三笠市】移住定住PR、北海道が好きな方募集します！,北海道 三笠市,北海道,"地域づくり,その他",協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,起業に関する支援あり",未経験者歓迎,"(1)勤務地
　 三笠市役所 企画調整課 定住対策係 事務室
(2)所属予定部署
　 企画調整課 定住対策係",１名,2026-03-26 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/19497
69405,【富山県富山市神明地域】立山あおぐ特等席。富山市で「農ある暮らし」の魅力発信‼,富山県 富山市,富山県,農林水産・産業,"協力隊,おためし",10万円～20万円未満,190400,週5日以上,,,,"富山市神明地域

活動拠点：住居（富山市神明地内予定）及び神明地区センター","１名
※随時募集していますが、任用が決まり次第締め切りとなります。",2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69405
65007,【鳥取県岩美町】農業の担い手となる地域おこし協力隊員を募集中！,鳥取県 岩美町,鳥取県,農林水産・産業,"協力隊,インターン,おためし",20万円以上,291600,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",,岩美町内（岩美町役場を拠点とし、農業者の下での活動が主体となります。）,"2名程度

※ただし、応募があれば随時選考し、受付期間にかかわらず採用人数に達した時点で募集を終了します。",2026-06-08 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/65007
69231,香川県・善通寺市地域おこし協力隊募集,香川県 善通寺市,香川県,"観光,情報通信,地域づくり,その他",協力隊,10万円～20万円未満,175300,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",,香川県善通寺市役所　／　善通寺市内,１名,2026-05-20 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69231
69442,地域おこし協力隊募集！～美馬市のゆず産地化に向けた園地拡大～,徳島県 美馬市,徳島県,農林水産・産業,協力隊,20万円以上,250000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり",未経験者歓迎,美馬市全域,１名,2026-06-08 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69442
68374,（8/31〆）【北海道登別市♨】登別地区にぎわい創出プレイヤー（１名）,北海道 登別市,北海道,"観光,地域づくり",協力隊,指定しない,225000,週5日以上,あり,起業に関する支援あり,未経験者歓迎,登別地区（JR登別駅を中心とした地区）,１名,2026-01-22 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68374
66015,静岡県伊豆市地域おこし協力隊【林業従事業務（森林整備計画策定に係る知識及び技術を習得し、森林施業プランナー資格取得を目指す）】,静岡県 伊豆市,静岡県,"農林水産・産業,環境",協力隊,20万円以上,291500,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"伊豆市内

【研修先】
田方森林組合",２名,2026-04-18 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/66015
67970,【熊本県・御船町】お米づくりから地域づくりへ。吉無田で新しい一歩を。地域おこし協力隊を募集します！,熊本県 御船町,熊本県,"農林水産・産業,情報通信",協力隊,20万円以上,225000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,起業に関する支援あり",副業/兼業可能,吉無田水源米の会事務局オフィスほか、管理農地,【吉無田水源米ブランディングサポーター】　１名,2026-06-10 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/67970
60102,【随時募集】南越前町地域おこし協力隊（観光連盟での観光振興・誘客業務）～福井県南越前町～,福井県 南越前町,福井県,"観光,地域づくり,その他",協力隊,20万円以上,209475,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",福井県南越前町,1名,2026-03-05 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/60102
69203,【新潟県長岡市】地元企業の魅力を掘り起こし若者の未来とまちをつなぐサポーターを募集します,新潟県 長岡市,新潟県,その他,協力隊,20万円以上,219905,週3～4日,なし,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり",,人材・働き方政策課、米百俵プレイス ミライエ長岡、ほか長岡市内,１名,2026-05-08 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69203
69350,静岡市有機農業地域おこし協力隊員を募集します！,静岡県 静岡市,静岡県,農林水産・産業,協力隊,20万円以上,300000,不定期または応相談,なし,"活動中の備品･消耗品に関する支援あり,起業に関する支援あり",未経験者歓迎,静岡市内、首都圏など,"計２名
・「栽培技術の習得」　１名
・「有機農業コーディネーター」　１名

※応募要領等詳細は参考URLからご確認ください。",2026-06-06 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69350
