id,title,organization,prefecture,category,label_category,salary2,monthly_salary_yen,work_day,neccessary_capacity,support_system,other,work_location,people_number,application_period,detail_url
65526,【 年収349万円 ＋ 副業可 】島根県邑南町で農家を目指してみませんか？,島根県 邑南町,島根県,農林水産・産業,"協力隊,おためし",20万円以上,291000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","学生歓迎,未経験者歓迎,副業/兼業可能",島根県邑智郡邑南町,"（野菜苗コース）　２人
（ぶどうコース）　２人",2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/65526
69563,南アルプスの麓、山梨県北杜市で「ものづくりや現場のスキル」を『山』のために使ってみませんか？,山梨県 北杜市,山梨県,観光,協力隊,20万円以上,,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",,,,2026-06-19 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69563
69073,北海道島牧村　地域おこし協力隊員募集①（R8:若干名　Ｒ9:5名　観光まちづくり（体験観光コンテンツ構築及び起業家養成）),北海道 島牧村,北海道,観光,"協力隊,おためし",20万円以上,291610,不定期または応相談,あり,"活動中の備品･消耗品に関する支援あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",北海道島牧村,"令和8年度　若干名(令和8年10月1日委嘱開始）
令和9年度　5名（令和9年4月1日委嘱開始）",2026-04-24 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69073
69076,北海道島牧村　地域おこし協力隊員募集②（R9:5名　地域活性化（事業構想大学院大学との共同事業）,北海道 島牧村,北海道,観光,"協力隊,おためし",20万円以上,245100,週5日以上,あり,"活動中の備品･消耗品に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",未経験者歓迎,"北海道島牧村
道の駅「よってけ！島牧」を拠点とします。",令和９年度　５名(委嘱予定日：令和9年4月1日）,2026-04-24 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69076
63503,【協力隊募集】自称「ぶっ飛んでる人」必見！あなたの「やってみたい」にチャレンジしませんか？,鹿児島県 鹿屋市,鹿児島県,"農林水産・産業,環境,医療・福祉,観光,教育,情報通信,地域づくり,スポーツ,空き家,その他",協力隊,20万円以上,291000,週3～4日,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","学生歓迎,未経験者歓迎,副業/兼業可能",鹿屋市内全域（県外や他市町村での研修等に出席してもらう場合があります。）,２名（家族を伴っての着任、友人と２人での着任、パートナーと一緒に着任等も可）,2026-06-05 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/63503
66855,瀬戸内海の水産物を香川から全国へ,香川県,香川県,農林水産・産業,協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり",未経験者歓迎,"■勤務地：香川県漁業協同組合連合会（香川県高松市北浜町８-２５）

■活動地：香川県内",1名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/66855
69575,"【8/14〆切】地域を""しごと""でおもしろく。｜若者が「帰りたい」と思う石巻を一緒につくる採用・広報コーディネーター募集",宮城県 石巻市,宮城県,"教育,地域づくり,その他","協力隊,インターン",10万円～20万円未満,199500,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能","合同会社まちひとワークス　事務所
〒986-0827　宮城県石巻市千石町8-11",１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69575
69596,【8/14〆切】【石巻発】誰もが輝ける農業モデルをつくる｜有機農業推進コーディネーター兼次世代リーダー候補募集,宮城県 石巻市,宮城県,"農林水産・産業,地域づくり,その他","協力隊,インターン",10万円～20万円未満,199500,週5日以上,,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","65歳以上歓迎,未経験者歓迎,副業/兼業可能",石巻市北上地区を中心に石巻市全域,１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69596
69608,【8/14〆切】コミュニティを耕す。｜子ども×農園を活かすコミュニティファーマー募集,宮城県 石巻市,宮城県,"農林水産・産業,地域づくり,その他","協力隊,インターン",10万円～20万円未満,199500,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",石巻市・釜／大街道地区,１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69608
69737,【新潟県十日町市】清津峡を起点に、地域全体の活用へ…地域資源を活用した観光の仕掛人募集！,新潟県 十日町市,新潟県,"観光,地域づくり",協力隊,20万円以上,220000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり",,"新潟県十日町市中里地域を中心に活動。
※株式会社なかさとを拠点とします。",1名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69737
69089,新発田市地域おこし協力隊（協力隊活動支援・地域人材の発掘）1名を募集します,新潟県 新発田市,新潟県,地域づくり,協力隊,20万円以上,211324,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能","住吉コミュニティセンター内（新発田市住吉町5丁目4番25号）
※令和9年度以降、勤務場所が変更となる可能性があります。",1名,2026-05-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69089
39088,【上野焼振興ミッション】「上野焼」の新しい可能性をひらく方を募集！,福岡県 福智町,福岡県,"農林水産・産業,観光,地域づくり,その他",協力隊,20万円以上,325000,不定期または応相談,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",上野焼協同組合（上野焼陶芸館）、町内全域,若干名,2026-07-06 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/39088
69349,【7/31〆切】『ちゃっかりご縁プロジェクト』若者の交流機会を創出し、”ちゃっかり”地域にご縁を増やし、石巻に住み続けたい理由を増やしませんか？,宮城県 石巻市,宮城県,"地域づくり,空き家,その他",協力隊,20万円以上,266000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",石巻市内,１名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69349
69620,【8/14〆切】震災を知らないあなたの視点が、未来の命を守る。｜震災伝承・研修企画のリーダー募集,宮城県 石巻市,宮城県,"教育,地域づくり,その他","協力隊,インターン",10万円～20万円未満,199500,週5日以上,,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",石巻市門脇町,１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69620
69606,【8/14〆切】希少な桃生茶を次世代へつなぐ｜地域産品ブランディング・プロジェクト,宮城県 石巻市,宮城県,"農林水産・産業,地域づくり,その他","協力隊,インターン",10万円～20万円未満,199500,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",石巻中心部、桃生地区,１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69606
69609,【8/14〆切】編集の力で地域をおこす！｜地域に新しい価値を生み出す編集者、募集中！,宮城県 石巻市,宮城県,地域づくり,"協力隊,インターン",10万円～20万円未満,199500,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",株式会社口笛書店 （石巻市中央２丁目の事務所）,１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69609
69628,【8/14〆切】十三浜の未来をつくる｜海藻養殖と浜をつなぐ地域連携コーディネーター募集,宮城県 石巻市,宮城県,"農林水産・産業,地域づくり,その他","協力隊,インターン",10万円～20万円未満,199500,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",石巻市北上町・十三浜,１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69628
65202,【随時募集中】NPOとともに安塚のまちづくりに挑戦する仲間を募集します！,新潟県 上越市,新潟県,"観光,地域づくり","協力隊,インターン,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",上越市安塚区,1人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/65202
65213,あなたのやりたい農業も応援 ～訪れる人を温かく迎える白峰地区で“農のある暮らし”を実現しませんか～,新潟県 上越市,新潟県,農林水産・産業,"協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",牧区白峰地区,1人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/65213
65214,【随時募集中】棚田で米づくり「百笑百年物語」を一緒に紡ぎませんか～先輩移住者もアナタの活動を応援します～,新潟県 上越市,新潟県,農林水産・産業,"協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",吉川区川谷地区,2人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/65214
65215,【随時募集中】いろいろな米作りを経験し、自分に合ったスタイルを見つけてみませんか ～心温かな名人たちが支える素敵な農村ライフ～,新潟県 上越市,新潟県,農林水産・産業,"協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",上越市吉川区源もより（源地区１０町内会）,2人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/65215
65218,【随時募集中】のんびり田舎暮らし！ ～夢の実現に向け、清里区で「農業」に挑戦してみよう～,新潟県 上越市,新潟県,農林水産・産業,"協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",清里区櫛池地区,1人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/65218
68959,【随時募集中】農業や地域資源で稼ぐ力をつけるミッションに取り組みながらあなたらしい田舎暮らしを見つけませんか？,新潟県 上越市,新潟県,農林水産・産業,"協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",牧区折居川沿い地区,1人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68959
68962,【随時募集中】人と関わるのが好きな人募集！あなたの経験とスキルをいかして「人をつなぐ仕事」をしながら田舎暮らしを,新潟県 上越市,新潟県,地域づくり,"協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",上越市牧区,1人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68962
68964,【随時募集中】地元産そば粉にこだわるそば店の次期店主候補募集！年間8千人が訪れる人気店の味と看板を受け継ぎませんか？,新潟県 上越市,新潟県,"観光,地域づくり,その他","協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",上越市牧区,1人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68964
68968,【随時募集中】小さな農家の 大きな夢 日本一の米づくり～一緒に夢に向かって、お米づくりをしませんか～,新潟県 上越市,新潟県,農林水産・産業,"協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",上越市柿崎区水野・下牧・平沢地区,1人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68968
68973,【随時募集中】「ブナ林」「水」を活かすための活動をしてみませんか,新潟県 上越市,新潟県,農林水産・産業,"協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",上越市名立区不動地区,1人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68973
68975,【随時募集中】地域（家族）の一員となり、地域を継続するためのお手伝いをしてみませんか,新潟県 上越市,新潟県,地域づくり,"協力隊,おためし",20万円以上,217618,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",上越市金谷区中ノ俣地域,1人,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68975
66623,中心市街地を共に盛り上げる「仕掛け人」になりませんか？【まちなか賑わいづくりディレクター募集】,山形県 寒河江市,山形県,"環境,地域づくり,その他",協力隊,20万円以上,224175,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",寒河江市役所みらい協働課内,1名,2026-07-03 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/66623
65325,空き家・空き店舗の活用から「さがえ」を賑やかにしよう！【まちの空間活用コーディネーター募集】,山形県 寒河江市,山形県,"情報通信,地域づくり,空き家,その他",協力隊,20万円以上,224175,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",寒河江市役所　みらい協働課内,1名,2026-07-03 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/65325
69590,茨城で一番ちいさな町がワクワクする日をつくる！イベント企画運営を担う「ごかみらいLab」メンバー募集,茨城県 五霞町,茨城県,観光,協力隊,20万円以上,291665,週3～4日,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり","未経験者歓迎,副業/兼業可能",茨城県五霞町内「ごかみらいLab」のデスクを使用できます。,2名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69590
69572,【山と生きる】林業で山を元気に！！求ム！林業隊員【令和8年12月委嘱】,茨城県 常陸太田市,茨城県,農林水産・産業,協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","65歳以上歓迎,学生歓迎,未経験者歓迎,副業/兼業可能",主に里美地区,1名,2026-06-23 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69572
69626,【8/14〆切】災害に強いまちを車でつくる｜石巻発・寄付車×防災の仕組みづくりコーディネーター募集,宮城県 石巻市,宮城県,"地域づくり,その他","協力隊,インターン",10万円～20万円未満,199500,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能","石巻市中心部を拠点に、石巻市内全域および宮城県内各地を訪問
(一般社団法人日本カーシェアリング協会事務所：宮城県石巻市駅前北通り一丁目 5-23)",１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69626
69629,【8/14〆切】水産・介護の経営者と並走し、石巻の産業をデジタルで変える3年間。地域DX実践コーディネーター募集！,宮城県 石巻市,宮城県,"情報通信,地域づくり,その他","協力隊,インターン",10万円～20万円未満,199500,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能","宮城県石巻市門脇字元浦屋敷 30-25（市内本社）
幹線道路に近く、周辺には飲食店や商業施設もある利便性の高い立地です。",１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69629
68568,【広大な新潟県全域が舞台！】将来の地域の担い手確保支援に取り組み、住民主体の地域づくりをサポートするプロになりませんか？,新潟県,新潟県,地域づくり,協力隊,20万円以上,291000,週3～4日,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"次の受入団体から、活動拠点の提供や業務に関する助言等の支援を受けながら、活動していただきます。
受入団体：NPO法人まちづくり学校（新潟県新潟市青山５丁目８-22）
※　https://machikou.com/",１名,2026-06-10 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68568
69631,【8/14〆切】『出逢えてよかった！』が生まれる宿を一緒につくりませんか？｜石巻の食・宿・体験をつくるプロジェクトリーダー募集,宮城県 石巻市,宮城県,"観光,地域づくり,その他","協力隊,インターン",10万円～20万円未満,199500,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",石巻市内,１名,2026-07-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69631
68844,知られていない森の価値を掘り起こす。新潟県産広葉樹の新しい活用をコーディネートするプロジェクト！,新潟県,新潟県,農林水産・産業,協力隊,20万円以上,291000,週3～4日,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"次の受入団体から、活動拠点の提供や業務に関する助言等の支援を受けながら、活動に取り組んでいただきます。
受入団体：潤森（阿賀野市女堂1534-1）
※　ホームページアドレス：https://jun-shin.info",１名,2026-06-10 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68844
68845,新潟で、食と農から商品・メニューの開発をしませんか？　 「新潟らしいローカルビジネス」として自立・起業を目指す地域おこし協力隊を募集！,新潟県,新潟県,農林水産・産業,協力隊,20万円以上,291000,週3～4日,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"次の受入団体から、活動拠点の提供や業務に関する助言等の支援を受けながら、活動していただきます。
受入団体：山から株式会社（新潟県東蒲原郡阿賀町津川３６６８）
※　同社が経営する「パンとおやつ奥阿賀コンビリー」
ホームページ：http://combirie.jp/",１名,2026-06-10 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68845
68886,学校×大学×専門機関をつなぐ「コーディネーター」求む！ あなたのコーディネートが、十日町高校「クロス探究科」の探究的な学びを動かします！,新潟県,新潟県,教育,協力隊,20万円以上,291000,週3～4日,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",副業/兼業可能,"次の受入団体と雇用契約を結び、団体の職員として活動に取り組んでいただきます。
受入団体：（一般社団法人にいがた圏）（住所）新潟県十日町市袋町西91－１asto内
※ホームページ　https://ijuiju.jp/",１名,2026-06-10 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68886
54827,【源じいの森】遊び場コーディネーター募集！,福岡県 赤村,福岡県,"農林水産・産業,観光,地域づくり",協力隊,20万円以上,220000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり",,赤村役場 総務課を拠点とし、キャンプ場をはじめとする活動フィールドに自由に出ていくことができます。,２名,2026-06-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/54827
69292,食と体験の”感動”を動画で伝えよう！「かしま魅力発信サポーター」募集,佐賀県 鹿島市,佐賀県,"農林水産・産業,観光,情報通信",協力隊,20万円以上,,不定期または応相談,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり",副業/兼業可能,"基本、鹿島市役所（産業支援課）で朝礼を行う。
主な活動拠点は「海道しるべ」、活動内容によって、体験や取材の受け入れ先で勤務",１人,2026-05-14 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69292
55081,【富山県朝日町】地域おこし協力隊（林業振興分野）を募集します！!,富山県 朝日町,富山県,農林水産・産業,協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",朝日町地内及び周辺地域,1名,2026-04-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/55081
68486,― 奥尻町・農業系地域おこし協力隊募集 ―（農業クリエイター）   「海と風の島で、土に根を張るという選択」,北海道 奥尻町,北海道,農林水産・産業,協力隊,20万円以上,250000,週3～4日,あり,"活動中の移動手段に関する支援あり,その他特別の支援制度あり",副業/兼業可能,"奥尻町内（主な勤務場所は奥尻町役場産業振興課）
※その他、島外への出張もあります。",1名,2026-03-30 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68486
69316,【富山県朝日町】地域おこし協力隊（観光分野）を募集します！!,富山県 朝日町,富山県,観光,協力隊,20万円以上,200000,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","未経験者歓迎,副業/兼業可能",朝日町役場商工観光課及び朝日町観光協会,1名,2026-05-22 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69316
68014,【新潟県田上町】地域おこし協力隊（農業振興、鳥獣駆除対策）を募集します！,新潟県 田上町,新潟県,"農林水産・産業,その他",協力隊,20万円以上,291666,不定期または応相談,あり,起業に関する支援あり,副業/兼業可能,田上町内一円,２名　※応募があり次第随時選考を行います。定員に達した場合は募集期間中でも受付を終了いたします,2026-02-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68014
68015,【新潟県田上町】地域おこし協力隊（観光業務）を募集します！,新潟県 田上町,新潟県,観光,協力隊,20万円以上,291666,不定期または応相談,あり,起業に関する支援あり,副業/兼業可能,田上町内一円,1名　※応募があり次第随時選考を行います。定員に達した場合は募集期間中でも受付を終了いたします。,2026-02-01 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68015
69651,「表現」で生きていく道をこの町で創る。舞台・映像・デザイン分野でのネクストキャリアに地域商社と挑む『ローカル・クリエイター（実習生）』,宮崎県 新富町,宮崎県,地域づくり,協力隊,20万円以上,290000,週5日以上,あり,"活動終了後の定住定着に向けた支援あり,起業に関する支援あり,その他特別の支援制度あり","未経験者歓迎,副業/兼業可能",宮崎県児湯郡新富町,１名,2026-06-29 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69651
69387,デザインからスポーツまで、あなたの「得意・好き」で、「町と外」との新しい関わり方をつくる！,茨城県 桜川市,茨城県,"地域づくり,その他",協力隊,20万円以上,218322,週5日以上,あり,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","学生歓迎,未経験者歓迎,副業/兼業可能","桜川市内を活動地域とします。
※研修への参加等、桜川市外で活動することがあります。",2名,2026-06-11 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/69387
68774,舞台ホールの音響・照明に興味のある方必見！ 未経験でもまずはお問い合わせを‼,北海道 新十津川町,北海道,"教育,その他","協力隊,おためし",指定しない,187857,週5日以上,なし,"活動中の住居に関する支援あり,活動中の備品･消耗品に関する支援あり,活動中の移動手段に関する支援あり,活動に関する研修制度あり,活動終了後の定住定着に向けた支援あり,起業に関する支援あり","65歳以上歓迎,未経験者歓迎","●新十津川町総合健康福祉センター
　（新十津川町教育委員会事務局社会教育グループ）",●１名,2026-03-20 00:00,https://www.iju-join.jp/cgi-bin/recruit.php/9/detail/68774
